title,artist,sourceAlias,source,collection,link,bvid,page,pubdate,pubdateFormatted,exclusionReason
花に亡霊,ヨルシカ,AZKi,azki.js,AZKi 2025年07月28日20点场 夏曲！夏に聴きたいアニソン・J-POP・ボカロ曲！SUMMER SINGING STREAM,https://www.bilibili.com/video/BV1f319YNE8t?p=5,BV1f319YNE8t,5,1728109962,2024-10-05 14:32:42,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
海の幽霊,米津玄師,AZKi,azki.js,AZKi 2025年07月28日20点场 夏曲！夏に聴きたいアニソン・J-POP・ボカロ曲！SUMMER SINGING STREAM,https://www.bilibili.com/video/BV1f319YNE8t?p=6,BV1f319YNE8t,6,1728109962,2024-10-05 14:32:42,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
アクアテラリウム,やなぎなぎ,AZKi,azki.js,AZKi 2025年07月28日20点场 夏曲！夏に聴きたいアニソン・J-POP・ボカロ曲！SUMMER SINGING STREAM,https://www.bilibili.com/video/BV1f319YNE8t?p=7,BV1f319YNE8t,7,1728109962,2024-10-05 14:32:42,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
うたかた花火,supercell,AZKi,azki.js,AZKi 2025年07月28日20点场 夏曲！夏に聴きたいアニソン・J-POP・ボカロ曲！SUMMER SINGING STREAM,https://www.bilibili.com/video/BV1f319YNE8t?p=8,BV1f319YNE8t,8,1728109962,2024-10-05 14:32:42,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
"why,or why not",片霧烈火,AZKi,azki.js,AZKi 2025年07月28日20点场 夏曲！夏に聴きたいアニソン・J-POP・ボカロ曲！SUMMER SINGING STREAM,https://www.bilibili.com/video/BV1f319YNE8t?p=9,BV1f319YNE8t,9,1728109962,2024-10-05 14:32:42,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
SUMMER SONG,YUI,AZKi,azki.js,AZKi 2025年07月28日20点场 夏曲！夏に聴きたいアニソン・J-POP・ボカロ曲！SUMMER SINGING STREAM,https://www.bilibili.com/video/BV1f319YNE8t?p=10,BV1f319YNE8t,10,1728109962,2024-10-05 14:32:42,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
プラネタリウム,大塚愛,AZKi,azki.js,AZKi 2025年07月28日20点场 夏曲！夏に聴きたいアニソン・J-POP・ボカロ曲！SUMMER SINGING STREAM,https://www.bilibili.com/video/BV1f319YNE8t?p=11,BV1f319YNE8t,11,1728109962,2024-10-05 14:32:42,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
いかないで,想太,Figaro,figaro.js,【Figaro 】14】星期三定期歌回17 ボカロ专题【240711】,https://www.bilibili.com/video/BV1FJaneYEr1?p=4,BV1FJaneYEr1,4,1720636925,2024-07-11 02:42:05,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
"rain stops, good-bye",におP,Figaro,figaro.js,【Figaro 】14】星期三定期歌回17 ボカロ专题【240711】,https://www.bilibili.com/video/BV1FJaneYEr1?p=6,BV1FJaneYEr1,6,1720636925,2024-07-11 02:42:05,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
無理に笑わなくて良いよ,水野あつ,むんもっしゅ,MunMosh.js,【むんもっしゅ切片整合】00917 ウミユリ海底譚  n-buna【2024年1月10日】ボカロ曲を弾き語り,https://www.bilibili.com/video/BV1BW4y1w7SL?p=6,BV1BW4y1w7SL,6,1705590643,2024-01-18 23:10:43,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
夜もすがら君想ふ,TOKOTOKO(西沢さんP),むんもっしゅ,MunMosh.js,【むんもっしゅ切片整合】00917 ウミユリ海底譚  n-buna【2024年1月10日】ボカロ曲を弾き語り,https://www.bilibili.com/video/BV1BW4y1w7SL?p=9,BV1BW4y1w7SL,9,1705590643,2024-01-18 23:10:43,仅合集/视频标题含术力口上下文，歌名/歌手字段无直接证据，未纳入正式结果
